Date,Shanghai,DAX,FTSE,NIKKEI,NYSE,Nifty
14-09-2018,2681.643066,12124.33008,7304,23094.66992,13050.51953,11515.2002
18-09-2018,2699.949951,12157.66992,7300.200195,23420.53906,13091.98047,11278.90039
19-09-2018,2730.850098,12219.01953,7331.100098,23672.51953,13121.96973,11234.34961
21-09-2018,2797.485107,12430.87988,7490.200195,23869.92969,13236.44043,11143.09961
25-09-2018,2781.138916,12374.66016,7507.600098,23940.25977,13160.59961,11067.4502
26-09-2018,2806.812988,12385.88965,7511.5,24033.78906,13101.95996,11053.79981
27-09-2018,2791.774902,12435.58984,7545.399902,23796.74023,13105.71973,10977.54981
28-09-2018,2821.350098,12246.73047,7510.200195,24120.03906,13082.51953,10930.4502
09-10-2018,2721.012939,11977.21973,7237.600098,23469.39063,12960.4502,10301.04981
10-10-2018,2725.836914,11712.5,7145.700195,23506.03906,12622.12988,10460.09961
11-10-2018,2583.458008,11539.34961,7006.899902,22590.85938,12349.53027,10234.65039
12-10-2018,2606.913086,11523.80957,6995.899902,22694.66016,12439.41992,10472.5
15-10-2018,2568.0979,11614.16016,7029.200195,22271.30078,12425.67969,10512.5
16-10-2018,2546.330078,11776.54981,7059.399902,22549.24023,12645.9502,10584.75
17-10-2018,2561.614014,11715.03027,7054.600098,22841.11914,12613.04981,10453.04981
19-10-2018,2550.465088,11553.83008,7049.799805,22532.08008,12457.26953,10303.54981
22-10-2018,2654.875977,11524.33984,7042.799805,22614.82031,12374.75977,10245.25
23-10-2018,2594.825928,11274.28027,6955.200195,22010.7793,12287.44043,10146.79981
24-10-2018,2603.294922,11191.62988,6963,22091.17969,11969.74023,10224.75
25-10-2018,2603.800049,11307.12012,7004.100098,21268.73047,12118.84961,10124.90039
26-10-2018,2598.846924,11200.62012,6939.600098,21184.59961,11976.9502,10030
29-10-2018,2542.103027,11335.48047,7026.299805,21149.80078,11942.50977,10250.84961
30-10-2018,2568.048096,11287.38965,7035.899902,21457.28906,12129.94043,10198.40039
31-10-2018,2602.782959,11447.50977,7128.100098,21920.46094,12208.05957,10386.59961
01-11-2018,2606.237061,11468.54004,7114.700195,21687.65039,12356.5,10380.4502
02-11-2018,2676.476074,11518.99023,7094.100098,22243.66016,12321.79981,10553
05-11-2018,2665.430908,11494.95996,7103.799805,21898.99023,12424.30957,10524
06-11-2018,2659.355957,11484.33984,7040.700195,22147.75,12480.05957,10530
07-11-2018,2641.342041,11579.09961,7117.299805,22085.80078,12679.09961,10598.40039
09-11-2018,2598.87207,11529.16016,7105.299805,22250.25,12537.53027,10585.2002
12-11-2018,2630.52002,11325.44043,7053.100098,22269.88086,12343.50977,10482.2002
13-11-2018,2654.879883,11472.21973,7053.799805,21810.51953,12328.29981,10582.5
14-11-2018,2632.24292,11412.53027,7033.799805,21846.48047,12275.49023,10576.29981
15-11-2018,2668.169922,11353.66992,7038,21803.61914,12361.51953,10616.7002
16-11-2018,2679.110107,11341,7013.899902,21680.33984,12400.28027,10682.2002
19-11-2018,2703.511963,11244.54004,7000.899902,21821.16016,12280.91016,10763.40039
20-11-2018,2645.85498,11066.41016,6947.899902,21583.11914,12048.66016,10656.2002
21-11-2018,2651.504883,11244.16992,7050.200195,21507.53906,12123.33984,10600.04981
26-11-2018,2575.810059,11354.71973,7036,21812,12181.59961,10628.59961
27-11-2018,2574.678955,11309.11035,7016.899902,21952.40039,12188.07031,10685.59961
28-11-2018,2601.737061,11298.87988,7004.5,22177.01953,12417.62988,10728.84961
29-11-2018,2567.443115,11298.23047,7039,22262.59961,12389.37012,10858.7002
30-11-2018,2588.187988,11257.24023,6980.200195,22351.06055,12457.54981,10876.75
03-12-2018,2654.798096,11465.45996,7062.399902,22574.75977,12577.54004,10883.75
04-12-2018,2665.958008,11335.32031,7022.799805,22036.05078,12221.98047,10869.5
06-12-2018,2605.180908,10810.98047,6704.100098,21501.61914,12144.41016,10601.15039
07-12-2018,2605.887939,10788.08984,6778.100098,21678.67969,11941.92969,10693.7002
10-12-2018,2584.582031,10622.07031,6721.5,21219.5,11889.29004,10488.4502
11-12-2018,2594.087891,10780.50977,6806.899902,21148.01953,11860.65039,10549.15039
12-12-2018,2602.153076,10929.42969,6880.200195,21602.75,11943.29004,10737.59961
13-12-2018,2634.049072,10924.7002,6877.5,21816.18945,11936.16016,10791.54981
14-12-2018,2593.740967,10865.76953,6845.200195,21374.83008,11755.37988,10805.4502
17-12-2018,2597.974121,10772.2002,6773.200195,21506.88086,11532.12012,10888.34961
18-12-2018,2576.649902,10740.88965,6701.600098,21115.44922,11502.16016,10908.7002
19-12-2018,2549.562988,10766.20996,6765.899902,20987.91992,11371.83984,10967.29981
20-12-2018,2536.268066,10611.09961,6711.899902,20392.58008,11222.79004,10951.7002
21-12-2018,2516.250977,10633.82031,6721.200195,20166.18945,11036.83984,10754
27-12-2018,2483.085938,10381.50977,6584.700195,20077.61914,11285.30957,10779.79981
28-12-2018,2493.895996,10558.95996,6734,20014.76953,11290.9502,10859.90039
